0.9930700,0.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,0.6153800,0.3461500,0.0940200,0.4615400,0.1134200,0.0212800,0.1808500,0.3595900,0.0908100,1.0000000
0.82987,0.00000,0.00000,0.99409,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25285,0.00000,0.00000
0.99461,0.00000,0.94444,0.99557,0.66667,1.00000,0.10791,0.00000,1.00000,0.97803,0.16667,1.00000,0.00000,0.04255,0.00742,0.14587,0.00000
0.04157,0.00000,0.00000,0.00074,0.16667,0.11873,0.17986,0.07692,0.06923,0.01729,0.12821,0.06840,0.25532,0.02837,0.47945,0.01823,0.16667
0.70901,0.00000,0.69444,0.52418,0.83333,0.00403,0.00719,0.04615,0.00769,0.87032,0.01282,0.02857,0.00000,0.00709,0.24201,0.94029,0.00000
1.00000,0.99099,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.00000,1.00000,1.00000,1.00000,1.00000
0.97768,0.00000,0.97222,1.00000,1.00000,0.00807,0.15827,0.38462,0.26923,0.04179,0.28205,0.01039,0.00000,0.10993,0.05194,0.91813,0.66667
0.53041,0.67568,0.72222,0.70912,1.00000,0.72392,0.51079,0.58462,0.64615,0.07061,0.69231,0.30476,0.46809,0.12057,0.52968,0.82803,0.83333
0.97075,0.00901,0.91667,0.99336,1.00000,0.19539,0.35971,0.64615,0.43077,0.97622,0.60256,0.08225,0.02128,0.45390,0.21404,0.97640,1.00000
0.86682,0.00000,0.75000,0.99446,1.00000,0.13602,0.46763,0.67692,0.30769,0.08177,0.58974,0.07879,0.00000,0.32624,0.34646,0.28674,0.83333
