0.9365971,0.5000000,0.5000000,0.6882791,0.7620328,0.5000000,0.5897339,0.8042260,0.6725122,0.4902602,0.7282073,0.5541101,0.5103367,0.5890044,0.6258447,0.3531273,0.7882896
0.9057043,0.5000000,0.5000000,0.8530672,0.4996387,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5563954,0.5000000,0.4470114
0.4973056,0.5000000,0.4722222,0.4986857,0.4176535,0.5000000,0.5539568,0.5000000,0.5016058,0.4914235,0.5832810,0.5000000,0.4985323,0.5199081,0.5008577,0.1240995,0.4474931
0.2581889,0.2488510,0.2496282,0.2199522,0.3332832,0.2970105,0.3391602,0.2879825,0.2836272,0.2330190,0.3136059,0.2750904,0.3773882,0.2618422,0.4887753,0.2333050,0.3333233
0.8347939,0.4993348,0.7380023,0.6657051,0.5750706,0.4893344,0.4997136,0.5212480,0.5020462,0.9288260,0.5014955,0.4951711,0.4994773,0.4942124,0.4957465,0.9387817,0.4599374
0.5000000,0.7216889,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000,0.5000000
0.4894515,0.5000000,0.4864125,0.5000000,0.5000000,0.5040346,0.5791367,0.6922903,0.6344919,0.3503940,0.6409385,0.5051948,0.5000000,0.5548242,0.5124965,0.4676226,0.6810914
0.6622529,0.4265131,0.7370003,0.4816302,0.5957007,0.6577807,0.7459164,0.6656050,0.5578832,0.4899037,0.5847645,0.6405533,0.4842939,0.3916813,0.6358062,0.4156235,0.4392270
0.7314992,0.5042424,0.4586549,0.5342993,0.5097547,0.5952814,0.6787440,0.8208822,0.7136200,0.4894133,0.7985110,0.5401369,0.5105378,0.6921597,0.5784429,0.4898101,0.5512826
0.9016125,0.4767376,0.6569621,0.5128114,0.5010437,0.4364129,0.7333540,0.8380609,0.6529109,0.2365625,0.7944884,0.5391010,0.5000000,0.6201541,0.6528296,0.3152812,0.4290307
