02e99bd4f6cfb33f,232.1349
09513ae3e75778a3,155.2245
18fbb1d5a5dc099d,158.2720
1c35dbf57f55f5e4,118.2491
4d2af31a-9916-3d9f-8a8e-8a268a48c095,93.2466
55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,108.0780
6d1114ae-be04-3c46-b5aa-be1a003a57cd,103.3785
7c189dd36f048a6c,106.5066
8723f0fb-eaef-32e6-b372-6034c9c04b80,80.3478
8c892e5525f3e491,70.8674
affb01ca2b4f0b45,73.0744
ba5f3328-9f3f-3ff5-a683-84437d16d554,68.4216
c58bfcbacb2822d1,67.5784
cff6d3c01e6a6bfa,63.2055
da10a69f-d836-3baa-ad40-3e548ecf1fbd,28.9839
e0770391decc44ce,37.3205
ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,35.1347
